job_seed,n_rounds,job_model,job_scheme_types,job_elt_type,"N","time","model","type","backend","elt_type","ESS","median_MC_err"
6,8,LogisticRegression,SAIS,Float64,4096,3.521090758,"LogisticRegression",SAIS,GPU,"Float64",783.8655558040431,-10.009205037635944
6,8,LogisticRegression,SAIS,Float64,8192,4.280688534,"LogisticRegression",SAIS,GPU,"Float64",1441.4249534464998,-10.902366740941627
6,8,LogisticRegression,SAIS,Float64,16384,4.940436807,"LogisticRegression",SAIS,GPU,"Float64",3485.5336406971637,-12.242688625091995
6,8,LogisticRegression,SAIS,Float64,32768,9.747956542,"LogisticRegression",SAIS,GPU,"Float64",6769.507808421531,-13.213427533172862
6,8,LogisticRegression,SAIS,Float64,65536,18.822943267,"LogisticRegression",SAIS,GPU,"Float64",12978.672548335326,-14.063759781394856
6,8,LogisticRegression,SAIS,Float64,131072,34.777318538,"LogisticRegression",SAIS,GPU,"Float64",27414.610841252266,-15.188632741520815
6,8,LogisticRegression,SAIS,Float64,262144,65.945269505,"LogisticRegression",SAIS,GPU,"Float64",55341.87462046239,-16.178284416405983
6,8,LogisticRegression,SAIS,Float64,524288,131.681898118,"LogisticRegression",SAIS,GPU,"Float64",111431.83120163388,-17.20064670705889
6,8,LogisticRegression,SAIS,Float64,1048576,262.175770787,"LogisticRegression",SAIS,GPU,"Float64",217551.77906068278,-18.140941294366403
8,6,LogisticRegression,SAIS,Float64,1,0.36311587,"LogisticRegression",SAIS,GPU,"Float64",1.0,-Inf
8,6,LogisticRegression,SAIS,Float64,2,0.437116881,"LogisticRegression",SAIS,GPU,"Float64",1.302371615332246,-3.36075490293853
8,6,LogisticRegression,SAIS,Float64,4,0.512008269,"LogisticRegression",SAIS,GPU,"Float64",1.091289789628678,-2.4008109027434097
8,6,LogisticRegression,SAIS,Float64,8,0.581133516,"LogisticRegression",SAIS,GPU,"Float64",2.321099392898046,-2.3388250278206217
8,6,LogisticRegression,SAIS,Float64,16,0.681280767,"LogisticRegression",SAIS,GPU,"Float64",3.981293592889781,-2.5609672649962403
8,6,LogisticRegression,SAIS,Float64,32,0.741007121,"LogisticRegression",SAIS,GPU,"Float64",1.2624409572283333,-1.0814368909338323
8,6,LogisticRegression,SAIS,Float64,64,0.729191665,"LogisticRegression",SAIS,GPU,"Float64",2.111102370793354,-2.5082298803226317
8,6,LogisticRegression,SAIS,Float64,128,0.787876631,"LogisticRegression",SAIS,GPU,"Float64",3.9179042726782716,-3.120157288255832
8,6,LogisticRegression,SAIS,Float64,256,0.901130455,"LogisticRegression",SAIS,GPU,"Float64",4.3424504027287325,-3.5667373877598854
8,6,LogisticRegression,SAIS,Float64,512,0.882988887,"LogisticRegression",SAIS,GPU,"Float64",9.553136012706709,-4.121775839563664
8,6,LogisticRegression,SAIS,Float64,1024,0.882549876,"LogisticRegression",SAIS,GPU,"Float64",14.448212554075702,-4.643297176036088
8,6,LogisticRegression,SAIS,Float64,2048,0.893286229,"LogisticRegression",SAIS,GPU,"Float64",43.5612916234092,-6.10937723462988
8,6,LogisticRegression,SAIS,Float64,4096,0.886400324,"LogisticRegression",SAIS,GPU,"Float64",77.72981336678468,-6.623226318614994
8,6,LogisticRegression,SAIS,Float64,8192,1.069289595,"LogisticRegression",SAIS,GPU,"Float64",165.38770070867153,-7.955685854325471
8,6,LogisticRegression,SAIS,Float64,16384,1.220182473,"LogisticRegression",SAIS,GPU,"Float64",161.06672139901863,-7.939133741082372
8,6,LogisticRegression,SAIS,Float64,32768,2.432442812,"LogisticRegression",SAIS,GPU,"Float64",244.32665746194823,-8.339792015681674
8,6,LogisticRegression,SAIS,Float64,65536,4.737592827,"LogisticRegression",SAIS,GPU,"Float64",336.28822246797307,-9.201552795854838
8,6,LogisticRegression,SAIS,Float64,131072,8.758954776,"LogisticRegression",SAIS,GPU,"Float64",975.6310069744985,-10.340348654594285
8,6,LogisticRegression,SAIS,Float64,262144,16.661936477,"LogisticRegression",SAIS,GPU,"Float64",1937.7616762182993,-11.495581726912286
8,6,LogisticRegression,SAIS,Float64,524288,33.287987727,"LogisticRegression",SAIS,GPU,"Float64",3717.2609748565096,-12.351677714217566
8,6,LogisticRegression,SAIS,Float64,1048576,66.314577255,"LogisticRegression",SAIS,GPU,"Float64",7908.493505903571,-13.357550213242249
10,5,LogisticRegression,SAIS,Float64,1,0.202094832,"LogisticRegression",SAIS,GPU,"Float64",1.0,-Inf
10,5,LogisticRegression,SAIS,Float64,2,0.232001656,"LogisticRegression",SAIS,GPU,"Float64",1.4853932100701004,-3.554987459454216
10,5,LogisticRegression,SAIS,Float64,4,0.287986297,"LogisticRegression",SAIS,GPU,"Float64",1.690524453926028,-2.564204593681851
10,5,LogisticRegression,SAIS,Float64,8,0.300047699,"LogisticRegression",SAIS,GPU,"Float64",2.1678128083100665,-2.3244331006195544
10,5,LogisticRegression,SAIS,Float64,16,0.334986777,"LogisticRegression",SAIS,GPU,"Float64",1.3473332462790788,-1.1398142675485017
10,5,LogisticRegression,SAIS,Float64,32,0.37008149,"LogisticRegression",SAIS,GPU,"Float64",2.567953661794044,-2.4298759312862526
10,5,LogisticRegression,SAIS,Float64,64,0.371005575,"LogisticRegression",SAIS,GPU,"Float64",3.735495862962552,-2.1618786531605516
10,5,LogisticRegression,SAIS,Float64,128,0.400807785,"LogisticRegression",SAIS,GPU,"Float64",5.420420388507809,-2.6376999825136767
10,5,LogisticRegression,SAIS,Float64,256,0.446658783,"LogisticRegression",SAIS,GPU,"Float64",2.355114668267315,-3.1902675882628495
10,5,LogisticRegression,SAIS,Float64,512,0.448395516,"LogisticRegression",SAIS,GPU,"Float64",6.606705838426091,-3.391347042592924
10,5,LogisticRegression,SAIS,Float64,1024,0.449083785,"LogisticRegression",SAIS,GPU,"Float64",3.8001573601568928,-2.9891161431611732
10,5,LogisticRegression,SAIS,Float64,2048,0.451361575,"LogisticRegression",SAIS,GPU,"Float64",13.615608625052802,-4.148609504567228
10,5,LogisticRegression,SAIS,Float64,4096,0.475091351,"LogisticRegression",SAIS,GPU,"Float64",24.759674687974677,-5.030765121391062
10,5,LogisticRegression,SAIS,Float64,8192,0.548089444,"LogisticRegression",SAIS,GPU,"Float64",27.836529248697506,-5.453652723199988
10,5,LogisticRegression,SAIS,Float64,16384,0.619318087,"LogisticRegression",SAIS,GPU,"Float64",36.81177265670441,-5.509834792886301
10,5,LogisticRegression,SAIS,Float64,32768,1.22837808,"LogisticRegression",SAIS,GPU,"Float64",49.11650462119133,-6.63062068378393
10,5,LogisticRegression,SAIS,Float64,65536,2.413545044,"LogisticRegression",SAIS,GPU,"Float64",127.09396705582702,-7.5070276769993525
10,5,LogisticRegression,SAIS,Float64,131072,4.478234922,"LogisticRegression",SAIS,GPU,"Float64",38.57154578362206,-6.90951732612681
10,5,LogisticRegression,SAIS,Float64,262144,8.511960629,"LogisticRegression",SAIS,GPU,"Float64",124.94330855692856,-7.650090126675653
10,5,LogisticRegression,SAIS,Float64,524288,17.022968689,"LogisticRegression",SAIS,GPU,"Float64",148.1766909278856,-8.146343747504826
10,5,LogisticRegression,SAIS,Float64,1048576,33.854996083,"LogisticRegression",SAIS,GPU,"Float64",688.8613040257837,-9.883106358658262
10,8,LogisticRegression,SAIS,Float64,1,1.397901851,"LogisticRegression",SAIS,GPU,"Float64",1.0,-Inf
10,8,LogisticRegression,SAIS,Float64,2,1.645178913,"LogisticRegression",SAIS,GPU,"Float64",1.958928589833392,-3.4755513760005297
10,8,LogisticRegression,SAIS,Float64,4,1.972130474,"LogisticRegression",SAIS,GPU,"Float64",1.0952182938291128,-1.6813181908308534
10,8,LogisticRegression,SAIS,Float64,8,2.260144706,"LogisticRegression",SAIS,GPU,"Float64",3.220956675250378,-2.5311521961765178
10,8,LogisticRegression,SAIS,Float64,16,2.561293657,"LogisticRegression",SAIS,GPU,"Float64",3.938426422597245,-2.430247035434329
10,8,LogisticRegression,SAIS,Float64,32,2.850172172,"LogisticRegression",SAIS,GPU,"Float64",7.142845156279843,-3.2556744694224014
10,8,LogisticRegression,SAIS,Float64,64,2.853251625,"LogisticRegression",SAIS,GPU,"Float64",24.28081052126139,-5.1706697616782735
10,8,LogisticRegression,SAIS,Float64,128,3.140928215,"LogisticRegression",SAIS,GPU,"Float64",35.68534859127063,-5.651188531769008
10,8,LogisticRegression,SAIS,Float64,256,3.519975313,"LogisticRegression",SAIS,GPU,"Float64",68.56326704206084,-6.463948337119816
10,8,LogisticRegression,SAIS,Float64,512,3.517194372,"LogisticRegression",SAIS,GPU,"Float64",135.9695899590307,-7.468958178656707
10,8,LogisticRegression,SAIS,Float64,1024,3.519457626,"LogisticRegression",SAIS,GPU,"Float64",287.4499088057322,-8.553640859251113
10,8,LogisticRegression,SAIS,Float64,2048,3.519462436,"LogisticRegression",SAIS,GPU,"Float64",445.75047472906675,-9.290463649527913
10,8,LogisticRegression,SAIS,Float64,4096,3.54407151,"LogisticRegression",SAIS,GPU,"Float64",897.4373512363505,-10.17659178698128
10,8,LogisticRegression,SAIS,Float64,8192,4.27355229,"LogisticRegression",SAIS,GPU,"Float64",1781.528598914275,-11.199565962332162
10,8,LogisticRegression,SAIS,Float64,16384,4.927303953,"LogisticRegression",SAIS,GPU,"Float64",3547.2106115144597,-12.19094711398721
10,8,LogisticRegression,SAIS,Float64,32768,9.744947691,"LogisticRegression",SAIS,GPU,"Float64",6867.000240153219,-13.178217212546942
10,8,LogisticRegression,SAIS,Float64,65536,18.805974841,"LogisticRegression",SAIS,GPU,"Float64",13627.039376183617,-14.133919215806001
10,8,LogisticRegression,SAIS,Float64,131072,34.7579471,"LogisticRegression",SAIS,GPU,"Float64",25701.94872603439,-15.04632001596021
10,8,LogisticRegression,SAIS,Float64,262144,65.941688435,"LogisticRegression",SAIS,GPU,"Float64",53396.18720800984,-16.130492481274512
10,8,LogisticRegression,SAIS,Float64,524288,131.548979029,"LogisticRegression",SAIS,GPU,"Float64",107025.40321462741,-17.12551200146819
10,8,LogisticRegression,SAIS,Float64,1048576,262.075053806,"LogisticRegression",SAIS,GPU,"Float64",219174.39672199552,-18.18631649133134
9,5,LogisticRegression,SAIS,Float64,1,0.247922021,"LogisticRegression",SAIS,GPU,"Float64",1.0,-Inf
9,5,LogisticRegression,SAIS,Float64,2,0.225960434,"LogisticRegression",SAIS,GPU,"Float64",1.0000000104966151,-2.396942497525272
9,5,LogisticRegression,SAIS,Float64,4,0.264997627,"LogisticRegression",SAIS,GPU,"Float64",1.007105468018739,-2.0214494240405316
9,5,LogisticRegression,SAIS,Float64,8,0.312767656,"LogisticRegression",SAIS,GPU,"Float64",1.1120946195875192,-1.0549629751557867
9,5,LogisticRegression,SAIS,Float64,16,0.336974712,"LogisticRegression",SAIS,GPU,"Float64",1.0017812976604357,-1.482321861255037
9,5,LogisticRegression,SAIS,Float64,32,0.370958659,"LogisticRegression",SAIS,GPU,"Float64",2.5245267548030457,-2.1844488039643246
9,5,LogisticRegression,SAIS,Float64,64,0.37400364,"LogisticRegression",SAIS,GPU,"Float64",1.7607064841309772,-2.0684379345702197
9,5,LogisticRegression,SAIS,Float64,128,0.401895201,"LogisticRegression",SAIS,GPU,"Float64",2.9167132845067107,-2.8730569032420443
9,5,LogisticRegression,SAIS,Float64,256,0.451996847,"LogisticRegression",SAIS,GPU,"Float64",13.063341617571098,-4.280515029502238
9,5,LogisticRegression,SAIS,Float64,512,0.453146315,"LogisticRegression",SAIS,GPU,"Float64",2.753653147322217,-2.972562075480189
9,5,LogisticRegression,SAIS,Float64,1024,0.45394175,"LogisticRegression",SAIS,GPU,"Float64",6.733212174763324,-3.4293094190223194
9,5,LogisticRegression,SAIS,Float64,2048,0.452109334,"LogisticRegression",SAIS,GPU,"Float64",10.460816725576134,-3.6235577009032043
9,5,LogisticRegression,SAIS,Float64,4096,0.453042643,"LogisticRegression",SAIS,GPU,"Float64",34.07913193649237,-5.314004285525327
9,5,LogisticRegression,SAIS,Float64,8192,0.544304555,"LogisticRegression",SAIS,GPU,"Float64",22.02893710400133,-5.0272208443371245
9,5,LogisticRegression,SAIS,Float64,16384,0.618065796,"LogisticRegression",SAIS,GPU,"Float64",28.484554302942442,-5.401257323908627
9,5,LogisticRegression,SAIS,Float64,32768,1.225089723,"LogisticRegression",SAIS,GPU,"Float64",62.81211359605856,-6.596338164211114
9,5,LogisticRegression,SAIS,Float64,65536,2.423571652,"LogisticRegression",SAIS,GPU,"Float64",105.43509657696694,-7.228144383928087
9,5,LogisticRegression,SAIS,Float64,131072,4.493276733,"LogisticRegression",SAIS,GPU,"Float64",90.28344180181598,-6.734247133857093
9,5,LogisticRegression,SAIS,Float64,262144,8.512999926,"LogisticRegression",SAIS,GPU,"Float64",215.22153829145057,-8.016834023573
9,5,LogisticRegression,SAIS,Float64,524288,17.022970768,"LogisticRegression",SAIS,GPU,"Float64",583.1365972996788,-9.679329813870533
9,5,LogisticRegression,SAIS,Float64,1048576,33.849980085,"LogisticRegression",SAIS,GPU,"Float64",764.8539085797374,-9.9086581122865
1,8,LogisticRegression,SAIS,Float64,1,1.384243186,"LogisticRegression",SAIS,GPU,"Float64",1.0,-Inf
1,8,LogisticRegression,SAIS,Float64,2,1.638045316,"LogisticRegression",SAIS,GPU,"Float64",1.981831709207972,-3.4896619567776397
1,8,LogisticRegression,SAIS,Float64,4,1.949221363,"LogisticRegression",SAIS,GPU,"Float64",3.560905862016584,-3.1738344357559414
1,8,LogisticRegression,SAIS,Float64,8,2.234107204,"LogisticRegression",SAIS,GPU,"Float64",5.131524554906913,-3.2401309070043025
1,8,LogisticRegression,SAIS,Float64,16,2.551085789,"LogisticRegression",SAIS,GPU,"Float64",3.697565325361656,-3.3133061783858144
1,8,LogisticRegression,SAIS,Float64,32,2.814126857,"LogisticRegression",SAIS,GPU,"Float64",12.832402299313307,-4.664929567889548
1,8,LogisticRegression,SAIS,Float64,64,2.840076901,"LogisticRegression",SAIS,GPU,"Float64",24.447124735276258,-5.165273683517385
1,8,LogisticRegression,SAIS,Float64,128,3.071206171,"LogisticRegression",SAIS,GPU,"Float64",30.44583846290266,-5.824186157433972
1,8,LogisticRegression,SAIS,Float64,256,3.528945345,"LogisticRegression",SAIS,GPU,"Float64",63.797831077165455,-6.693611155627736
